S/N,List Year,Date Recorded,Town,Address,Property Type,Assessed Value,Sale Amount
31469,2021,8/1/2022,New Milford,19 RUSSELING RDG RD,Residential,"158,170","160,000"
31470,2021,8/1/2022,Southbury,311 STILLSON RD,Residential,"271,430","535,000"
31471,2021,8/1/2022,Stamford,19 HALPIN AVENUE,Residential,"287,250","599,000"
31472,2021,8/1/2022,Southington,175-08 BERLIN AV,Residential,"130,110","252,500"
31473,2021,8/1/2022,Suffield,495 RATLEY RD,Residential,"143,920","250,000"
31474,2021,8/1/2022,Southington,9 MAGNOLIA WAY,Residential,"307,370","575,500"
31475,2021,8/1/2022,Simsbury,74 OLD MEADOW PLAIN ROAD,Residential,"234,250","365,000"
31476,2021,8/1/2022,Norwalk,22 PARK LN,Residential,"500,050","1,132,500"
31477,2021,8/1/2022,Waterbury,3124 NORTH MAIN ST,Residential,"80,360","270,000"
31478,2021,8/1/2022,North Canaan,39 OLD TURNPIKE N,Residential,"161,510","305,000"
31479,2021,8/1/2022,Ridgefield,167 TANTON HILL RD,Residential,"450,940","800,000"
31480,2021,8/1/2022,Stamford,227 WOODRIDGE DRIVE SOUTH,Residential,"367,360","745,000"
31481,2021,8/1/2022,South Windsor,18 GEDRIM PL,Residential,"154,400","875,200"
31482,2021,8/1/2022,Newtown,42 OLD GREEN ROAD,Residential,"462,150","830,000"
31483,2021,8/1/2022,Rocky Hill,2110 HARBOR VIEW DRIVE,Residential,"55,090","115,000"
31484,2021,8/1/2022,Torrington,229 WHITE OAK WAY,Residential,"111,310","239,000"
31485,2021,8/1/2022,Stratford,213 BURBANK AVENUE,Residential,"187,180","365,000"
31486,2021,8/1/2022,Plainfield,3 CONNECTICUT DR,Residential,"76,570","170,000"
31487,2021,8/1/2022,Tolland,71 PINE HILL ROAD,Residential,"295,500","600,000"
31488,2021,8/1/2022,North Stonington,231 WINTECHOG HL,Residential,"288,610","412,300"
31489,2021,8/1/2022,Stratford,80 GOLDBACH DRIVE,Residential,"200,270","530,000"
31490,2021,8/1/2022,Stafford,8 SOUTH RD,Commercial,"1,776,460","5,000"
31491,2021,8/1/2022,Suffield,174 DUSKY LN,Residential,"107,170","200,000"
31492,2021,8/1/2022,Redding,4 CRICKLEWOOD RD,Residential,"418,600","885,000"
31493,2021,8/1/2022,New Haven,398 BLATCHLEY AV,Residential,"71,400","197,500"
31494,2021,8/1/2022,Waterbury,1526 NORTH MAIN ST,Commercial,"151,760","310,685"
31495,2021,8/1/2022,Wallingford,14 PARKVIEW RD,Residential,"145,600","310,000"
31496,2021,8/1/2022,Somers,50 MAPLE RIDGE DR,Residential,"128,500","310,000"
31497,2021,8/1/2022,Waterbury,106 HAMDEN AVE,Residential,"33,940","15,000"
31498,2021,8/1/2022,Stamford,199 VAN RENSSELAER AVENUE,Residential,"1,006,460","2,055,000"
31499,2021,8/1/2022,Waterbury,240 OAKVILLE AVE #E,Residential,"29,090","125,000"
31500,2021,8/1/2022,Old Saybrook,482 MAPLE AVE,Residential,"620,300","1,483,000"
31501,2021,8/1/2022,New Milford,17 CLEARVIEW DR,Residential,"164,880","369,000"
31502,2021,8/1/2022,Stamford,92 HOYCLO ROAD,Residential,"551,880","950,000"
31503,2021,8/1/2022,South Windsor,90 SKYLINE DRIVE,Residential,"161,700","386,000"
31504,2021,8/1/2022,Rocky Hill,5 FRIENDLY WAY,Residential,"317,870","533,000"
31505,2021,8/1/2022,Waterbury,23 ASHLAND AVE,Residential,"69,310","180,000"
31506,2021,8/1/2022,Suffield,1070 HALLADAY AVE W,Residential,"538,970","1,254,000"
31507,2021,8/1/2022,Newington,174 WILLIAMSTOWN CT,Residential,"64,380","130,000"
31508,2021,8/1/2022,North Canaan,BEAU RIDGE,Vacant Land,"35,070","350,000"
31509,2021,8/1/2022,Waterbury,81-83 GILES ST,Residential,"56,480","212,500"
31510,2021,8/1/2022,Orange,545 AVON DR,Residential,"186,600","370,000"
31511,2021,8/1/2022,New Haven,778 CONGRESS AV,Residential,"144,795","110,000"
31512,2021,8/1/2022,Wallingford,5 AUDETTE DR,Residential,"118,400","202,500"
31513,2021,8/1/2022,Stratford,1180 MAIN STREET,Residential,"201,320","445,000"
31514,2021,8/1/2022,Southington,9M THE MEADOWS,Residential,"47,520","100,000"
31515,2021,8/1/2022,Simsbury,23 PINE GLEN ROAD,Residential,"284,590","665,000"
31516,2021,8/1/2022,Stonington,146 LIBERTY ST,Residential,"141,300","225,000"
31517,2021,8/1/2022,Stratford,20 FAIRVIEW AVENUE,Residential,"135,590","345,000"
31518,2021,8/1/2022,Orange,11 MORNING GLORY DR,Vacant Land,"180,600","356,000"
31519,2021,8/1/2022,Portland,553 MAIN ST,Residential,"158,970","340,000"
31520,2021,8/1/2022,Southbury,545 B HERITAGE VILLAGE,Residential,"168,050","405,000"
31521,2021,8/1/2022,Stamford,26 RUSSET ROAD,Residential,"453,400","780,000"
31522,2021,8/1/2022,Southington,213 WEDGEWOOD RD,Residential,"351,220","650,000"
31523,2021,8/1/2022,Torrington,388 CHARLES ST,Residential,"83,510","219,000"
31524,2021,8/1/2022,Waterbury,101 MADELINE AVE #46,Residential,"80,620","225,000"
31525,2021,8/1/2022,Southington,278 CREST RD,Residential,"266,560","590,000"
31526,2021,8/1/2022,Tolland,10 MIDLAND DRIVE,Residential,"202,100","285,000"
31527,2021,8/1/2022,Plainfield,411 STARKWEATHER RD,Residential,"119,300","315,000"
31528,2021,8/1/2022,Somers,12 BRADWAY RD,Residential,"362,000","660,000"
31529,2021,8/1/2022,Norwalk,7 OLD MILL COURT,Residential,"923,150","1,350,000"
31530,2021,8/1/2022,New Haven,92 FIRST AV,Residential,"110,845","250,000"
31531,2021,8/1/2022,New Milford,7 TERRACE PL CONDO,Residential,"55,580","110,000"
31532,2021,8/1/2022,Stafford,8 SOUTH RD,Commercial,"1,776,460","5,000"
31533,2021,8/1/2022,South Windsor,35 VINCENT CIRCLE,Residential,"262,500","601,900"
31534,2021,8/1/2022,Ridgefield,3 SAUNDERS LANE,Residential,"382,360","712,500"
31535,2021,8/1/2022,Stamford,85 RIVERSIDE AVENUE #C3,Residential,"190,910","240,000"
31536,2021,8/1/2022,Torrington,21 WOODLAND RD,Residential,"104,040","227,000"
31537,2021,8/1/2022,Windham,41 HALEY LA,Residential,"45,620","30,000"
31538,2021,8/1/2022,Wolcott,39 RIVERVIEW CIR,Residential,"135,230","216,000"
31539,2021,8/1/2022,Windsor,45 PALISADO AVE,Commercial,"170,786","300,000"
31540,2021,8/1/2022,West Hartford,34 SCHOOLHOUSE DR UNIT 210,Residential,"169,330","295,000"
31541,2021,8/1/2022,West Haven,23 STRATHMORE RD,Residential,"113,680","295,000"
31542,2021,8/1/2022,Weston,23 TEN OCLOCK LANE,Residential,"474,900","850,000"
31543,2021,8/1/2022,Woodbury,3 JUNIPER COURT UNIT 111C,Residential,"92,810","236,500"
31544,2021,8/1/2022,Windsor Locks,101 SOUTHWEST AVE,Residential,"98,910","269,000"
31545,2021,8/1/2022,Windham,41 HALEY LA,Residential,"45,620","30,000"
31546,2021,8/1/2022,Windsor,355 PHAETON ST,Residential,"64,540","155,000"
31547,2021,8/1/2022,West Haven,276 WEST WALK,Residential,"72,660","144,200"
31548,2021,8/1/2022,Willington,74 CISAR ROAD,Residential,"48,240","45,000"
31549,2021,8/1/2022,Waterford,24 WILLIAMS STREET,Residential,"179,720","365,000"
31550,2021,8/1/2022,Wolcott,371 CENTER ST,Residential,"257,990","357,500"
31551,2021,8/1/2022,West Hartford,26 BRAEBURN ROAD,Residential,"208,285","390,000"
31552,2021,8/1/2022,Watertown,542 DAVIS ST,Residential,"48,500","115,000"
31553,2021,8/1/2022,Westport,9 NORWALK AVENUE,Residential,"1,662,255","3,800,000"
31554,2021,8/1/2022,Windham,595 VALLEY ST,Commercial,"2,394,000","5,320,000"
31555,2021,8/1/2022,Wethersfield,74 FARMINGDALE RD,Residential,"201,660","245,000"
31556,2021,8/1/2022,West Haven,79 DOWN DRAFT CIR,Residential,"214,480","472,000"
31557,2021,8/1/2022,Winchester,103-105 ELM STREET,Residential,"74,060","84,000"
31558,2021,8/1/2022,Waterford,54 ROPE FERRY ROAD #D67,Residential,"80,410","190,000"
31559,2021,8/1/2022,Wolcott,16 KAREN AVE,Residential,"169,350","241,930"
31560,2021,8/1/2022,Wethersfield,28 MIDDLETOWN AVE,Residential,"149,330","270,000"
31561,2021,8/1/2022,West Hartford,139 SYLVAN AVENUE,Residential,"243,023","405,000"
31562,2021,8/1/2022,Willington,10 DEPOT ROAD- UNIT 23,Residential,"111,880","285,000"
31563,2021,8/1/2022,Windsor Locks,186 ELM ST,Residential,"135,450","259,900"
31564,2021,8/1/2022,Wolcott,1209 WOODTICK RD,Residential,"243,710","430,000"
31565,2021,8/1/2022,Windsor,10 SHAY ST,Residential,"63,210","155,000"
31566,2021,8/1/2022,Weston,13 SHINNECOCK PL,Residential,"564,930","1,410,000"
31567,2021,8/1/2022,Wilton,29 ERDMANN LA,Residential,"394,170","1,068,000"
31568,2021,8/1/2022,Winchester,99-101 ELM STREET,Residential,"69,860","75,000"
31569,2021,8/1/2022,Wolcott,30 BEACH RD,Commercial,"225,860","280,000"
31570,2021,8/1/2022,West Hartford,342 OAKWOOD AVENUE,Residential,"78,365","142,000"
31571,2021,8/1/2022,Wolcott,6 FRISBIE CIR,Residential,"115,710","260,000"
31572,2021,8/1/2022,Windsor,180 PALISADO AVE,Residential,"260,050","465,000"
31573,2021,8/1/2022,Woodbury,387 MAIN ST N,Residential,"222,020","379,000"
31574,2021,8/1/2022,Wethersfield,65 LINDEN ST,Residential,"135,190","50,000"
31575,2021,8/1/2022,Windsor Locks,34 SOUTHWEST AVE,Residential,"136,220","250,000"
31576,2021,8/1/2022,Weston,55 BLUEBERRY HILL ROAD,Residential,"464,470","810,000"
31577,2021,8/1/2022,Windham,51 JAMES DR,Residential,"5,620","25,000"
31578,2021,8/1/2022,Windsor,279 CONESTOGA ST,Residential,"64,260","165,000"
31579,2021,8/2/2022,Bridgeport,1963 MAIN ST,Commercial,"257,910","500,000"
31580,2021,8/2/2022,Mansfield,66 BALL HILL RD,Residential,"218,600","375,000"
31581,2021,8/2/2022,Danbury,43 OLYMPIC DR,Residential,"207,500","575,000"
31582,2021,8/2/2022,Bristol,"40 MATTHEWS ST., #34A",Residential,"36,280","75,000"
31583,2021,8/2/2022,Darien,300 BROOKSIDE RD,Residential,"3,044,560","4,475,000"
31584,2021,8/2/2022,Guilford,45 ROUND HILL RD,Residential,"186,910","439,900"
31585,2021,8/2/2022,Killingly,15 CONRADS PARK,Residential,"4,410","6,300"
31586,2021,8/2/2022,Farmington,24 POND STREET,Residential,"197,540","370,000"
31587,2021,8/2/2022,Glastonbury,114 BUTTONBALL LN,Residential,"197,400","464,000"
31588,2021,8/2/2022,New Canaan,90 NURSERY RD,Residential,"843,990","1,242,500"
31589,2021,8/2/2022,Guilford,67 HALF MILE RD,Residential,"631,840","1,250,000"
31590,2021,8/2/2022,Hamden,52 LILLIBRIDGE CT,Residential,"200,270","650,000"
31591,2021,8/2/2022,Canton,60 BRIDGE STREET,Residential,"140,780","146,000"
31592,2021,8/2/2022,Hamden,669 PINE ROCK AVE,Residential,"132,020","212,500"
31593,2021,8/2/2022,New Canaan,42 SHADOW LA,Residential,"842,100","1,455,000"
31594,2021,8/2/2022,Branford,22 BARTON CT,Residential,"173,000","345,000"
31595,2021,8/2/2022,Bridgeport,535 VINCELLETTE ST UNIT #4,Residential,"106,530","233,000"
31596,2021,8/2/2022,Danbury,29 WILDMAN ST,Residential,"174,700","419,000"
31597,2021,8/2/2022,Bethel,20 SOUTH STREET UNIT 1,Residential,"136,290","409,500"
31598,2021,8/2/2022,East Granby,9 PEPPERCORN LANE,Residential,"154,000","320,000"
31599,2021,8/2/2022,Middletown,140 GRAND ST,Residential,"113,790","315,000"
31600,2021,8/2/2022,Naugatuck,101 BLUEBIRD DRIVE,Residential,"138,400","262,500"
31601,2021,8/2/2022,Burlington,80 DEER RUN,Residential,"259,840","525,000"
31602,2021,8/2/2022,Clinton,60 KILLINGWORTH TPKE,Residential,"112,600","220,000"
31603,2021,8/2/2022,Darien,11 OAK PARK AVE,Residential,"621,390","1,000,000"
31604,2021,8/2/2022,Monroe,76 PURDY HILL RD,Residential,"233,900","490,000"
31605,2021,8/2/2022,Barkhamsted,19 SHANNON DR,Residential,"203,250","475,000"
31606,2021,8/2/2022,Granby,25 WEST GRANBY RD,Residential,"149,730","312,000"
31607,2021,8/2/2022,Bridgeport,165 OLD TOWN RD,Residential,"134,023","150,000"
31608,2021,8/2/2022,Fairfield,1160 REEF ROAD,Residential,"953,960","1,390,000"
31609,2021,8/2/2022,Killingly,5 CONRADS PARK,Residential,"1,610","50,000"
31610,2021,8/2/2022,Bethlehem,56 PORTER HILL RD,Residential,"256,000","200,800"
31611,2021,8/2/2022,Bridgewater,7 BRIDGEWATER COMMON,Residential,"141,200","246,500"
31612,2021,8/2/2022,Glastonbury,53 SHELBURNE WAY,Residential,"441,700","875,000"
31613,2021,8/2/2022,Mansfield,18 RIVERVIEW RD,Residential,"119,700","300,000"
31614,2021,8/2/2022,Bloomfield,2 COLONIAL DR S,Residential,"297,640","675,000"
31615,2021,8/2/2022,Colebrook,108 COBB CITY ROAD,Vacant Land,"31,100","35,000"
31616,2021,8/2/2022,Ledyard,39-4 ASH DR,Residential,"63,000","155,000"
31617,2021,8/2/2022,Farmington,16 BRADFORD WALK,Residential,"236,580","410,000"
31618,2021,8/2/2022,Hamden,637 CIRCULAR AVE,Residential,"129,990","330,000"
31619,2021,8/2/2022,Glastonbury,19 NEWBERRY LN,Residential,"139,300","280,000"
31620,2021,8/2/2022,Bridgeport,850 ATLANTIC ST UNIT #503,Residential,"57,070","120,000"
31621,2021,8/2/2022,Madison,36 HARTFORD AVE,Residential,"360,000","630,000"
31622,2021,8/2/2022,Fairfield,48 BERKELEY ROAD,Vacant Land,"184,310","240,000"
31623,2021,8/2/2022,Ledyard,1 GREYSTONE CT,Residential,"237,650","470,000"
31624,2021,8/2/2022,Danbury,24 TOPFIELD RD W,Residential,"214,300","425,000"
31625,2021,8/2/2022,Killingly,2 CONRADS PARK,Residential,"1,820","44,000"
31626,2021,8/2/2022,Harwinton,87 BULL RD,Residential,"150,550","325,000"
31627,2021,8/2/2022,Darien,7 RICHMOND DR,Residential,"863,030","1,600,000"
31628,2021,8/2/2022,Ledyard,12 WICKLOW TURN,Residential,"185,780","405,000"
31629,2021,8/2/2022,Clinton,58 KILLINGWORTH TPKE,Residential,"72,100","55,000"
31630,2021,8/2/2022,Cheshire,24 ST JOSEPH ST,Residential,"115,430","327,000"
31631,2021,8/2/2022,Bristol,101 VANCE RD,Residential,"81,200","245,000"
31632,2021,8/2/2022,Hamden,81 GREENES RIDGE RD,Residential,"140,070","310,000"
31633,2021,8/2/2022,Burlington,6 MOUNTAIN SPRING RD,Residential,"222,530","400,000"
31634,2021,8/2/2022,Guilford,44 WAUWINET CT,Residential,"49,620","161,000"
31635,2021,8/2/2022,Naugatuck,68 ROUND TREE DRIVE UNIT 8,Residential,"38,260","122,000"
31636,2021,8/2/2022,Lebanon,20 GEER RD,Residential,"104,240","253,000"
31637,2021,8/2/2022,Cheshire,50 BROOK LANE,Residential,"170,850","488,400"
31638,2021,8/2/2022,Easton,104 NORTH STREET,Residential,"662,900","950,000"
31639,2021,8/2/2022,Ellington,51 FLORENCE AVE,Residential,"119,740","232,000"
31640,2021,8/2/2022,New Canaan,52 LAKEVIEW AVE-#19,Residential,"779,870","1,100,000"
31641,2021,8/2/2022,Fairfield,216 FAIRFIELD BEACH ROAD,Residential,"742,210","1,400,000"
31642,2021,8/2/2022,Canterbury,153 NO CATERBURY RD,Residential,"179,300","430,000"
31643,2021,8/2/2022,Glastonbury,188 GEORGETOWN DR,Residential,"140,000","280,000"
31644,2021,8/2/2022,New Britain,113 BENSON ST,Residential,"103,950","280,000"
31645,2021,8/2/2022,Middletown,12 WEBSTER LA,Residential,"224,530","430,000"
31646,2021,8/2/2022,Danbury,5 BRENTWOOD CIRCLE,Residential,"18,200","883,995"
31647,2021,8/2/2022,Killingly,85 MAIN ST,Commercial,"191,030","350,000"
31648,2021,8/2/2022,Bridgeport,195 EARL AVE,Residential,"153,110","201,000"
31649,2021,8/2/2022,Madison,17 HIDDEN SPRINGS RD,Residential,"244,600","550,000"
31650,2021,8/2/2022,Glastonbury,206 GREAT POND RD,Residential,"334,100","830,000"
31651,2021,8/2/2022,Danbury,20 EAST CROSS TRAIL,Residential,"18,200","679,237"
31652,2021,8/2/2022,Ledyard,800-05 LONG COVE RD,Residential,"12,880","115,000"
31653,2021,8/2/2022,Hamden,707 MIX AVE U1-6,Residential,"54,040","120,000"
31654,2021,8/2/2022,Bridgeport,195 GROVERS AVE,Residential,"279,838","800,000"
31655,2021,8/2/2022,Glastonbury,1579 HEBRON AVE,Residential,"123,800","304,000"
31656,2021,8/2/2022,Cheshire,510 RIVERSIDE DR,Residential,"316,680","517,000"
31657,2021,8/2/2022,Haddam,224 ROCK LANDING RD,Residential,"142,740","331,000"
31658,2021,8/2/2022,Killingly,44 HIGH ST,Residential,"128,310","240,000"
31659,2021,8/2/2022,Bridgeport,134 MONROE ST,Residential,"247,370","480,000"
31660,2021,8/2/2022,New Canaan,67 RIVER ST,Residential,"514,010","4,050,000"
31661,2021,8/2/2022,East Haddam,51 DOLBIA HILL RD,Residential,"190,470","425,000"
31662,2021,8/2/2022,Clinton,14 SHORE GROVE RD,Residential,"202,575","615,000"
31663,2021,8/2/2022,Darien,20 WEE BURN LANE,Residential,"2,617,650","4,600,000"
31664,2021,8/2/2022,Bridgeport,40 INFIELD ST,Residential,"262,290","480,000"
31665,2021,8/2/2022,Danbury,17 TOBINS CT,Residential,"264,500","525,000"
31666,2021,8/2/2022,New Britain,25 CONCORD ST,Residential,"93,520","297,000"
31667,2021,8/2/2022,Guilford,12 POTTER HILL RD,Residential,"327,870","750,000"
31668,2021,8/2/2022,Middletown,71 CATHERINE ST,Residential,"100,810","240,000"
31669,2021,8/2/2022,East Windsor,160 MAIN ST,Residential,"92,180","180,000"
31670,2021,8/2/2022,Ellington,14 LAKEVIEW AVE,Residential,"110,010","180,000"
31671,2021,8/2/2022,Bristol,3 CHEROKEE RUN,Residential,"114,730","230,000"
31672,2021,8/2/2022,Bethany,212 BEAR HILL RD,Residential,"155,210","177,000"
31673,2021,8/2/2022,Danbury,33-37 MILL PLAIN RD,Residential,"163,300","355,000"
31674,2021,8/2/2022,Hamden,28 AUTUMN RIDGE RD,Residential,"489,020","799,900"
31675,2021,8/2/2022,Bridgeport,106 SAVOY ST #108,Residential,"231,360","540,000"
31676,2021,8/2/2022,Essex,44 EAGLE RIDGE DR,Residential,"258,200","600,000"
31677,2021,8/2/2022,Monroe,90 LAZY BROOK ROAD,Residential,"301,000","665,000"
31678,2021,8/2/2022,Fairfield,65 GORHAM ROAD,Residential,"424,690","560,000"
31679,2021,8/2/2022,Naugatuck,26 LORANN DRIVE,Residential,"98,440","232,250"
31680,2021,8/2/2022,Farmington,14 CHATSWORTH PLACE,Residential,"424,900","1,000,000"
31681,2021,8/2/2022,Fairfield,88 DWIGHT STREET,Residential,"377,860","2,100,000"
31682,2021,8/2/2022,Bristol,51 GILLETTE WAY,Residential,"181,300","325,000"
31683,2021,8/2/2022,East Granby,2 WOODLEDGE,Residential,"349,600","825,000"
31684,2021,8/2/2022,Hamden,46 TREADWELL ST,Residential,"195,510","375,000"
31685,2021,8/2/2022,New Canaan,164 SUMMER ST-#164D,Residential,"327,530","705,000"
31686,2021,8/2/2022,Killingly,15 CONRADS PARK,Residential,"4,410","25,000"
31687,2021,8/2/2022,New Canaan,32 SEMINARY ST,Residential,"669,200","2,125,000"
31688,2021,8/2/2022,Hamden,152 CHATTERTON WAY,Residential,"167,720","275,000"
31689,2021,8/2/2022,Danbury,30 MAPLECREST DR,Residential,"305,100","650,000"
31690,2021,8/2/2022,Glastonbury,74 GLEN PL,Residential,"126,000","140,000"
31691,2021,8/2/2022,Granby,6 COTTONWOOD CT,Residential,"136,150","270,000"
31692,2021,8/2/2022,Darien,36 CROOKED MILE ROAD,Residential,"1,771,700","3,100,000"
31693,2021,8/2/2022,Clinton,4 OLD SCHOOLHOUSE RD,Residential,"198,200","375,000"
31694,2021,8/2/2022,Bristol,61 EAST MAIN ST,Industrial,"846,020","2,000,000"
31695,2021,8/2/2022,East Granby,14 BAYBERRY DRIVE,Residential,"196,700","359,000"
31696,2021,8/2/2022,New Britain,62 WOODHAVEN DR,Residential,"111,090","235,100"
31697,2021,8/2/2022,Darien,336 WEST AVE,Residential,"568,050","1,100,000"
31698,2021,8/2/2022,Branford,188 TURTLE BAY DR,Residential,"179,400","395,000"
31699,2021,8/2/2022,Danbury,136 DEER HILL AV 309,Residential,"67,100","137,000"
31700,2021,8/2/2022,Middletown,77 ARBUTUS ST,Residential,"217,370","470,000"
31701,2021,8/2/2022,Canton,32 MEADOWVIEW COURT,Residential,"200,990","390,000"
31702,2021,8/2/2022,Bridgeport,252 HARLEM AVE #C3,Residential,"58,470","90,000"
31703,2021,8/2/2022,Glastonbury,523 CHIMNEYSWEEP HILL RD,Residential,"252,000","476,500"
31704,2021,8/2/2022,East Hampton,3 LAUREL GLEN DR,Residential,"118,460","298,400"
31705,2021,8/2/2022,Bloomfield,10 STRATFORD PARK,Residential,"133,070","200,000"
31706,2021,8/2/2022,New Britain,42 FAIRMOUNT ST,Residential,"95,410","255,000"
31707,2021,8/2/2022,Middletown,148 BROAD ST,Commercial,"235,540","395,000"
31708,2021,8/2/2022,Bridgeport,396 DOVER ST,Residential,"69,384","196,500"
31709,2021,8/2/2022,Derby,6A SILVER HILL CONDOS,Residential,"44,310","118,500"
31710,2021,8/2/2022,Lyme,14 JOSHUA LANE,Residential,"397,900","825,000"
31711,2021,8/2/2022,Derby,51 GROVE AVE,Residential,"133,350","265,000"
31712,2021,8/2/2022,Farmington,12 TIMBERLINE DRIVE,Residential,"171,780","315,000"
31713,2021,8/2/2022,Ledyard,1 KALMIA DR,Residential,"265,370","550,000"
31714,2021,8/2/2022,Ellington,1 ABBOTT RD 97,Residential,"102,540","186,000"
31715,2021,8/2/2022,Fairfield,79 BEL AIR LANE,Residential,"318,430","405,000"
31716,2021,8/2/2022,Norwalk,11 BEDFORD AVE R3,Residential,"81,960","132,500"
31717,2021,8/2/2022,Waterbury,782 ORONOKE RD #25,Residential,"34,800","112,000"
31718,2021,8/2/2022,Stratford,137 SHANLEY STREET,Residential,"106,640","190,000"
31719,2021,8/2/2022,Norwalk,15 FOLWELL RD,Residential,"275,440","626,000"
31720,2021,8/2/2022,Southbury,26 B HERITAGE CREST,Residential,"136,550","340,000"
31721,2021,8/2/2022,Southington,10D THE MEADOWS,Residential,"51,580","105,000"
31722,2021,8/2/2022,Prospect,103 SYCAMORE DR,Residential,"237,860","465,000"
31723,2021,8/2/2022,Preston,27 BRANCH HILL RD,Residential,"211,800","305,000"
31724,2021,8/2/2022,Putnam,297 SABIN ST #26,Residential,"135,200","330,000"
31725,2021,8/2/2022,Ridgefield,52 OLCOTT WAY,Residential,"89,810","98,280"
31726,2021,8/2/2022,Norwalk,10 REDCOAT RD,Residential,"363,910","660,000"
31727,2021,8/2/2022,Wallingford,47 DANNYS WAY,Residential,"109,300","175,000"
31728,2021,8/2/2022,Waterbury,81 PLAINFIELD DR,Residential,"90,090","292,000"
31729,2021,8/2/2022,Voluntown,41 WILSON RD,Residential,"181,290","428,888"
31730,2021,8/2/2022,Newington,228 CULVER ST,Residential,"309,850","579,000"
31731,2021,8/2/2022,Suffield,899 BRIDGE ST,Residential,"170,870","345,000"
31732,2021,8/2/2022,Stamford,8 WARDWELL STREET #2,Residential,"92,880","110,000"
31733,2021,8/2/2022,New Haven,30 KNEELAND RD,Residential,"190,575","350,000"
31734,2021,8/2/2022,Stratford,73 WILLOW AVENUE,Residential,"177,030","395,000"
31735,2021,8/2/2022,South Windsor,40 CODY CIRCLE,Residential,"208,500","434,500"
31736,2021,8/2/2022,Norwich,16 BUSHNELL PL,Residential,"85,300","85,000"
31737,2021,8/2/2022,Waterbury,114 BUCKS HILL RD #1,Residential,"16,500","84,900"
31738,2021,8/2/2022,Orange,415 NORTHWOOD DR,Vacant Land,"195,700","200,000"
31739,2021,8/2/2022,Stamford,39 GLENBROOK ROAD #3V,Residential,"126,510","215,800"
31740,2021,8/2/2022,Newington,528 NEW BRITAIN AVE,Residential,"142,600","301,000"
31741,2021,8/2/2022,Suffield,3 MAYBURY RD,Residential,"138,670","245,000"
31742,2021,8/2/2022,Norwalk,1 CANFIELD XING,Residential,"2,323,170","3,550,000"
31743,2021,8/2/2022,New Haven,149 DOVER ST,Residential,"165,865","235,000"
31744,2021,8/2/2022,Norwich,13 FORD AVE,Residential,"125,500","175,000"
31745,2021,8/2/2022,Newington,94 WEBSTER CT,Residential,"85,560","160,000"
31746,2021,8/2/2022,Southington,316 WELCH RD,Residential,"106,000","527,450"
31747,2021,8/2/2022,Waterbury,9 MARLEY PL,Residential,"77,390","292,500"
31748,2021,8/2/2022,Wallingford,21 CORNWELL RD,Residential,"197,600","415,000"
31749,2021,8/2/2022,New London,461 BANK ST UNIT 804,Residential,"192,500","240,000"
31750,2021,8/2/2022,New Haven,842 EDGEWOOD AV,Residential,"245,210","645,000"
31751,2021,8/2/2022,Prospect,8 DAMASE ST,Vacant Land,"19,770","48,000"
31752,2021,8/2/2022,Putnam,76 PROVIDENCE PIKE,Residential,"160,500","725,000"
31753,2021,8/2/2022,Norwich,70 GREAT PLAIN RD,Residential,"85,500","164,600"
31754,2021,8/2/2022,Wallingford,66 CHURCH ST,Residential,"183,900","370,000"
31755,2021,8/2/2022,South Windsor,114 MISTY MEADOW LANE,Residential,"93,100","241,000"
31756,2021,8/2/2022,Stamford,210 JOFFRE AVENUE,Residential,"311,920","690,000"
31757,2021,8/2/2022,New Haven,93 PEARL ST,Residential,"321,335","590,000"
31758,2021,8/2/2022,Norwalk,49 DAY ST 301,Residential,"107,720","222,500"
31759,2021,8/2/2022,Stratford,34 PECK STREET,Residential,"172,970","382,000"
31760,2021,8/2/2022,Stonington,8 SCHOOL HOUSE RD,Residential,"776,000","2,400,000"
31761,2021,8/2/2022,Ridgefield,158 DANBURY RD UNIT 3,Residential,"168,410","195,000"
31762,2021,8/2/2022,New Milford,44 CANDLEWOOD SHORE,Residential,"512,160","400,000"
31763,2021,8/2/2022,Southbury,707 A HERITAGE VILLAGE,Residential,"60,050","319,000"
31764,2021,8/2/2022,Stamford,1 STRAWBERRY HILL AVE #4F,Residential,"233,940","375,000"
31765,2021,8/2/2022,Waterbury,61 KRAMER AVE,Residential,"102,900","264,800"
31766,2021,8/2/2022,Suffield,76 KENT AVE,Residential,"234,290","482,000"
31767,2021,8/2/2022,South Windsor,47 HITCHCOCK WAY,Residential,"193,500","415,000"
31768,2021,8/2/2022,Somers,208 HAMPDEN RD,Residential,"150,600","230,000"
31769,2021,8/2/2022,Norwalk,12 ELM STREET,Residential,"367,660","725,000"
31770,2021,8/2/2022,Salisbury,538 & 540 WELLS HILL ROAD,Residential,"206,600","480,000"
31771,2021,8/2/2022,Stafford,51 OLD SPRINGFIELD RD,Commercial,"1,081,710","45,000"
31772,2021,8/2/2022,Waterbury,61 QUENTIN ST,Residential,"77,880","325,000"
31773,2021,8/2/2022,Stamford,233 SADDLE HILL ROAD,Residential,"479,430","750,000"
31774,2021,8/2/2022,Seymour,139 DAVIS RD,Residential,"186,620","368,750"
31775,2021,8/2/2022,New Milford,20 DONS TERR,Residential,"186,190","345,000"
31776,2021,8/2/2022,Newtown,10 CAPITOL DRIVE,Residential,"159,590","175,750"
